date,description,amount,category
2025-06-20,Spectrum Internet,-89.38,Utilities
2025-06-20,Comcast Internet,-42.62,Utilities
2025-06-21,Electric Company,-187.01,Utilities
2025-06-21,Wall Street Journal,-59.99,Subscriptions
2025-06-21,Airport Parking,-52.41,Transportation
2025-06-22,CVS Pharmacy,-180.04,Health
2025-06-22,Whole Foods Market,-105.37,Groceries
2025-06-22,Netflix,-32.77,Entertainment
2025-06-22,BP Gas,-64.11,Transportation
2025-06-22,School Supplies,-1258.08,Education
2025-06-22,Dentist Office,-55.51,Health
2025-06-22,Uber Eats,-8.15,Dining
2025-06-23,Subway,-82.63,Dining
2025-06-23,Adobe Creative Cloud,-25.65,Subscriptions
2025-06-23,Nintendo eShop,-28.65,Entertainment
2025-06-23,Target,-171.86,Groceries
2025-06-23,CVS Pharmacy,-103.72,Health
2025-06-24,Best Buy,-196.99,Shopping
2025-06-24,Mortgage Payment,-1978.08,Housing
2025-06-24,Comcast Internet,-96.8,Utilities
2025-06-24,Udemy,-1792.37,Education
2025-06-24,Uber Eats,-23.77,Dining
2025-06-24,United Airlines,-935.59,Travel
2025-06-24,Dominos Pizza,-62.69,Dining
2025-06-24,Student Loan Payment,-4937.0,Education
2025-06-25,T-Mobile,-170.68,Utilities
2025-06-25,Mortgage Payment,-1766.48,Housing
2025-06-25,Tax Refund,2064.98,Income
2025-06-25,Netflix,-13.07,Entertainment
2025-06-25,Cashback Reward,1630.82,Income
2025-06-26,Udemy,-1093.74,Education
2025-06-26,Coursera,-173.06,Education
2025-06-26,Online Course,-1053.17,Education
2025-06-26,Rent Payment,-2319.58,Housing
2025-06-26,Payroll Deposit - Company Inc,2152.56,Income
2025-06-27,American Airlines,-733.65,Travel
2025-06-27,United Airlines,-338.47,Travel
2025-06-27,Electric Company,-200.86,Utilities
2025-06-27,Best Buy,-147.65,Shopping
2025-06-28,Comcast Internet,-141.06,Utilities
2025-06-28,American Airlines,-1084.1,Travel
2025-06-28,Natural Gas Co,-215.41,Utilities
2025-06-28,University Tuition,-2153.86,Education
2025-06-28,Electric Company,-85.05,Utilities
2025-06-29,Nike,-101.27,Shopping
2025-06-29,Walmart Supercenter,-177.29,Groceries
2025-06-29,Stop & Shop,-109.77,Groceries
2025-06-29,Airbnb,-686.56,Travel
2025-06-29,HOA Fees,-2292.53,Housing
2025-06-30,Gap,-245.61,Shopping
2025-06-30,HOA Fees,-1926.72,Housing
2025-06-30,Red Lobster,-62.66,Dining
2025-06-30,Olive Garden,-38.28,Dining
2025-06-30,Airbnb,-1367.52,Travel
2025-06-30,Electric Company,-59.31,Utilities
2025-07-01,Rent Payment,-1200.0,Housing
2025-07-01,Spotify Premium,-9.99,Entertainment
2025-07-01,Payroll Deposit - Company Inc,3500.0,Income
2025-07-01,HOA Fees,-2453.37,Housing
2025-07-01,Netflix,-15.99,Entertainment
2025-07-01,Gym Membership,-45.0,Entertainment
2025-07-02,Publix,-25.05,Groceries
2025-07-02,Cashback Reward,5744.88,Income
2025-07-02,LinkedIn Premium,-20.18,Subscriptions
2025-07-02,Verizon Wireless,-190.06,Utilities
2025-07-03,Auto Repair Shop,-16.97,Transportation
2025-07-03,Hulu,-57.73,Entertainment
2025-07-03,Pizza Hut,-51.79,Dining
2025-07-03,Costco,-55.01,Groceries
2025-07-03,Red Lobster,-21.9,Dining
2025-07-03,AT&T,-174.93,Utilities
2025-07-03,United Airlines,-142.22,Travel
2025-07-03,Comcast Internet,-228.04,Utilities
2025-07-03,Auto Repair Shop,-33.25,Transportation
2025-07-04,Gym Membership,-26.68,Entertainment
2025-07-04,American Airlines,-240.15,Travel
2025-07-04,Target,-55.34,Groceries
2025-07-04,Cashback Reward,5945.52,Income
2025-07-05,Coursera,-781.1,Education
2025-07-05,YouTube Premium,-27.82,Entertainment
2025-07-05,Spectrum Internet,-69.6,Utilities
2025-07-05,Udemy,-4911.11,Education
2025-07-05,Electric Company,-120.0,Utilities
2025-07-05,Hertz Rental Car,-1496.67,Travel
2025-07-05,Audible,-34.09,Subscriptions
2025-07-05,Apple Store,-290.76,Shopping
2025-07-05,Hulu,-48.17,Entertainment
2025-07-06,Bank Interest,2762.23,Income
2025-07-06,Sushi Bar,-13.67,Dining
2025-07-06,Yoga Studio,-96.42,Health
2025-07-06,HBO Max,-26.03,Entertainment
2025-07-07,Wall Street Journal,-62.79,Subscriptions
2025-07-07,Walmart Supercenter,-22.7,Groceries
2025-07-07,Staples,-61.59,Shopping
2025-07-07,HEB,-50.7,Groceries
2025-07-08,Rite Aid,-124.01,Health
2025-07-08,Spectrum Internet,-114.95,Utilities
2025-07-08,Costco,-157.62,Groceries
2025-07-08,Olive Garden,-73.25,Dining
2025-07-08,DoorDash,-35.88,Dining
2025-07-08,Publix,-44.65,Groceries
2025-07-09,Southwest Airlines,-192.68,Travel
2025-07-09,Fitness Center,-114.03,Health
2025-07-09,Hertz Rental Car,-345.11,Travel
2025-07-09,HBO Max,-38.69,Entertainment
2025-07-10,Comcast Internet,-89.99,Utilities
2025-07-10,Google One Storage,-7.96,Subscriptions
2025-07-10,Medical Clinic,-183.37,Health
2025-07-10,Costco,-145.18,Groceries
2025-07-11,New York Times,-61.97,Subscriptions
2025-07-11,Pizza Hut,-69.75,Dining
2025-07-11,Auto Repair Shop,-16.55,Transportation
2025-07-11,Student Loan Payment,-184.47,Education
2025-07-12,Rent Payment,-1928.96,Housing
2025-07-12,Amazon Prime,-14.99,Subscriptions
2025-07-12,Xbox Live,-19.67,Entertainment
2025-07-12,T-Mobile,-106.19,Utilities
2025-07-13,Marriott Hotel,-1017.32,Travel
2025-07-13,Udemy,-4187.29,Education
2025-07-13,Auto Repair Shop,-45.5,Transportation
2025-07-14,Comcast Internet,-43.45,Utilities
2025-07-15,Payroll Deposit - Company Inc,3500.0,Income
2025-07-15,Verizon Wireless,-75.0,Utilities
2025-07-15,HOA Fees,-2148.54,Housing
2025-07-16,Walmart Supercenter,-130.61,Groceries
2025-07-16,Parking Garage,-70.96,Transportation
2025-07-16,Prescription Refill,-148.37,Health
2025-07-16,T-Mobile,-100.42,Utilities
2025-07-17,American Airlines,-646.15,Travel
2025-07-18,Cashback Reward,5775.02,Income
2025-07-18,Apartment Maintenance,-821.34,Housing
2025-07-18,Dropbox Pro,-16.54,Subscriptions
2025-07-18,Car Wash,-47.19,Transportation
2025-07-19,Safeway,-154.21,Groceries
2025-07-19,Rite Aid,-155.06,Health
2025-07-19,Office Depot,-323.22,Shopping
2025-07-19,Subway,-69.91,Dining
2025-07-19,Albertsons,-104.75,Groceries
2025-07-19,Dividend Payment,2672.79,Income
2025-07-20,Chevron,-18.17,Transportation
2025-07-20,Adobe Creative Cloud,-54.99,Subscriptions
2025-07-20,New York Times,-79.03,Subscriptions
2025-07-20,Disney Plus,-36.27,Entertainment
2025-07-21,Auto Repair Shop,-66.03,Transportation
2025-07-21,Adobe Creative Cloud,-68.46,Subscriptions
2025-07-21,PlayStation Store,-19.24,Entertainment
2025-07-21,LinkedIn Premium,-45.41,Subscriptions
2025-07-21,Whole Foods Market,-169.65,Groceries
2025-07-21,Nordstrom,-186.97,Shopping
2025-07-21,Natural Gas Co,-199.81,Utilities
2025-07-22,Enterprise Rent-A-Car,-945.0,Travel
2025-07-22,Medical Clinic,-67.15,Health
2025-07-22,American Airlines,-1414.16,Travel
2025-07-23,Wegmans,-164.89,Groceries
2025-07-23,Airbnb,-717.98,Travel
2025-07-23,Coursera,-4248.4,Education
2025-07-23,Gap,-63.01,Shopping
2025-07-23,Car Wash,-33.63,Transportation
2025-07-24,Walgreens,-141.78,Health
2025-07-24,Comcast Internet,-100.34,Utilities
2025-07-25,Chipotle Mexican Grill,-94.13,Dining
2025-07-25,American Airlines,-985.85,Travel
2025-07-25,Stop & Shop,-71.42,Groceries
2025-07-25,Wegmans,-122.6,Groceries
2025-07-25,Yoga Studio,-115.35,Health
2025-07-26,Bank Interest,3538.16,Income
2025-07-26,YouTube Premium,-9.18,Entertainment
2025-07-26,University Tuition,-1064.69,Education
2025-07-26,Jiffy Lube,-43.73,Transportation
2025-07-27,Rent Payment,-1651.74,Housing
2025-07-27,Parking Garage,-34.49,Transportation
2025-07-27,Property Tax,-1250.46,Housing
2025-07-27,Home Insurance,-1682.39,Housing
2025-07-28,Olive Garden,-89.77,Dining
2025-07-28,Eye Doctor,-127.94,Health
2025-07-28,Exxon Mobil,-8.77,Transportation
2025-07-29,BP Gas,-23.11,Transportation
2025-07-29,Home Insurance,-1039.95,Housing
2025-07-30,Publix,-128.43,Groceries
2025-07-31,Best Buy,-103.83,Shopping
2025-07-31,HOA Fees,-2009.38,Housing
2025-07-31,Xbox Live,-50.09,Entertainment
2025-08-01,Payroll Deposit - Company Inc,3500.0,Income
2025-08-01,Rent Payment,-2301.44,Housing
2025-08-01,Physical Therapy,-26.42,Health
2025-08-01,Steam,-14.95,Entertainment
2025-08-01,Bank Interest,4402.88,Income
2025-08-01,Spotify Premium,-9.99,Entertainment
2025-08-01,LinkedIn Premium,-71.62,Subscriptions
2025-08-01,United Airlines,-579.4,Travel
2025-08-01,Publix,-71.56,Groceries
2025-08-01,Rent Payment,-1200.0,Housing
2025-08-01,Gym Membership,-45.0,Entertainment
2025-08-01,Netflix,-15.99,Entertainment
2025-08-02,Home Insurance,-1776.35,Housing
2025-08-02,Panera Bread,-28.81,Dining
2025-08-02,Food Lion,-125.88,Groceries
2025-08-02,Dividend Payment,5408.68,Income
2025-08-03,Best Buy,-159.36,Shopping
2025-08-03,Starbucks,-89.45,Dining
2025-08-03,Adidas,-316.22,Shopping
2025-08-03,Electric Company,-156.24,Utilities
2025-08-03,New York Times,-70.28,Subscriptions
2025-08-03,Xbox Live,-51.66,Entertainment
2025-08-04,Staples,-199.58,Shopping
2025-08-04,Walmart Supercenter,-159.92,Groceries
2025-08-04,Steam,-53.11,Entertainment
2025-08-04,Exxon Mobil,-41.77,Transportation
2025-08-04,Gap,-319.79,Shopping
2025-08-05,Online Course,-4011.84,Education
2025-08-05,Mortgage Payment,-1329.14,Housing
2025-08-05,IKEA,-75.56,Shopping
2025-08-05,Electric Company,-120.0,Utilities
2025-08-05,DoorDash,-86.46,Dining
2025-08-06,University Tuition,-1830.62,Education
2025-08-06,Udemy,-1057.42,Education
2025-08-06,Marriott Hotel,-147.45,Travel
2025-08-06,Spectrum Internet,-53.48,Utilities
2025-08-07,Hilton Hotels,-1184.03,Travel
2025-08-07,Trader Joes,-61.6,Groceries
2025-08-07,Walmart Supercenter,-37.11,Groceries
2025-08-07,Dentist Office,-162.8,Health
2025-08-07,Trash Collection Service,-39.42,Utilities
2025-08-08,Chevron,-67.9,Transportation
2025-08-08,Property Tax,-1983.37,Housing
2025-08-08,Amazon Prime Video,-36.16,Entertainment
2025-08-08,CVS Pharmacy,-146.17,Health
2025-08-09,AT&T,-48.93,Utilities
2025-08-09,Gift Money,4391.47,Income
2025-08-09,Lab Tests,-44.04,Health
2025-08-09,Sams Club,-160.98,Groceries
2025-08-09,HOA Fees,-1818.31,Housing
2025-08-09,Trash Collection Service,-164.46,Utilities
2025-08-09,AT&T,-122.76,Utilities
2025-08-09,Lowes,-106.62,Shopping
2025-08-10,Chipotle Mexican Grill,-11.85,Dining
2025-08-10,Textbook Store,-4611.28,Education
2025-08-10,Kindle Unlimited,-35.95,Subscriptions
2025-08-10,Comcast Internet,-89.99,Utilities
2025-08-10,Natural Gas Co,-206.92,Utilities
2025-08-10,Uber,-74.89,Transportation
2025-08-11,Coursera,-2398.95,Education
2025-08-12,Dropbox Pro,-50.32,Subscriptions
2025-08-12,Regal Cinemas,-19.12,Entertainment
2025-08-12,Amazon Prime,-14.99,Subscriptions
2025-08-12,LinkedIn Premium,-25.18,Subscriptions
2025-08-13,Google One Storage,-55.95,Subscriptions
2025-08-13,Adobe Creative Cloud,-6.92,Subscriptions
2025-08-13,Wall Street Journal,-27.2,Subscriptions
2025-08-14,eBay,-229.39,Shopping
2025-08-14,Shell Gas Station,-33.36,Transportation
2025-08-14,Rite Aid,-21.6,Health
2025-08-14,New York Times,-66.89,Subscriptions
2025-08-15,Payroll Deposit - Company Inc,3500.0,Income
2025-08-15,Best Buy,-323.32,Shopping
2025-08-15,Verizon Wireless,-75.0,Utilities
2025-08-15,Coursera,-1717.42,Education
2025-08-15,Lyft,-40.14,Transportation
2025-08-15,HBO Max,-56.73,Entertainment
2025-08-16,Disney Plus,-16.4,Entertainment
2025-08-16,Fitness Center,-151.88,Health
2025-08-17,Gym Membership,-8.62,Entertainment
2025-08-17,Gift Money,3666.43,Income
2025-08-17,Student Loan Payment,-2426.69,Education
2025-08-17,Kindle Unlimited,-16.64,Subscriptions
2025-08-18,Wall Street Journal,-29.0,Subscriptions
2025-08-18,Wall Street Journal,-58.05,Subscriptions
2025-08-18,LinkedIn Premium,-30.14,Subscriptions
2025-08-18,Panera Bread,-28.83,Dining
2025-08-18,HOA Fees,-2006.07,Housing
2025-08-18,Audible,-68.47,Subscriptions
2025-08-18,Exxon Mobil,-37.84,Transportation
2025-08-19,Target,-305.04,Shopping
2025-08-19,Medical Clinic,-156.73,Health
2025-08-19,Udemy,-1135.56,Education
2025-08-20,Safeway,-139.96,Groceries
2025-08-20,Kroger,-129.92,Groceries
2025-08-20,Apartment Maintenance,-1727.55,Housing
2025-08-20,Marriott Hotel,-675.5,Travel
2025-08-20,Pizza Hut,-31.14,Dining
2025-08-20,Adobe Creative Cloud,-54.99,Subscriptions
2025-08-21,University Tuition,-236.59,Education
2025-08-21,Hertz Rental Car,-1242.14,Travel
2025-08-21,Microsoft 365,-9.72,Subscriptions
2025-08-21,Comcast Internet,-122.38,Utilities
2025-08-22,University Tuition,-1610.12,Education
2025-08-22,Home Insurance,-1616.68,Housing
2025-08-22,Target,-78.33,Groceries
2025-08-22,Yoga Studio,-134.92,Health
2025-08-23,Airbnb,-656.31,Travel
2025-08-23,AT&T,-171.54,Utilities
2025-08-24,H&M,-95.54,Shopping
2025-08-24,Marriott Hotel,-304.85,Travel
2025-08-24,Kindle Unlimited,-12.5,Subscriptions
2025-08-24,University Tuition,-4418.93,Education
2025-08-24,Uber,-66.81,Transportation
2025-08-24,Mortgage Payment,-1919.53,Housing
2025-08-24,Office Depot,-102.14,Shopping
2025-08-25,Nike,-25.23,Shopping
2025-08-25,Walmart Supercenter,-113.95,Groceries
2025-08-25,Staples,-64.32,Shopping
2025-08-25,Comcast Internet,-121.71,Utilities
2025-08-25,Pizza Hut,-9.05,Dining
2025-08-26,Costco,-57.2,Groceries
2025-08-27,Property Tax,-1743.86,Housing
2025-08-27,IKEA,-147.22,Shopping
2025-08-27,Nike,-19.31,Shopping
2025-08-27,AT&T,-204.91,Utilities
2025-08-27,Property Tax,-933.87,Housing
2025-08-27,Payroll Deposit - Company Inc,3195.07,Income
2025-08-28,Marriott Hotel,-446.3,Travel
2025-08-28,Starbucks,-31.72,Dining
2025-08-28,Natural Gas Co,-160.44,Utilities
2025-08-28,Walgreens,-25.33,Health
2025-08-29,School Supplies,-4879.25,Education
2025-08-29,Target,-245.08,Shopping
2025-08-29,Delta Airlines,-782.33,Travel
2025-08-29,Public Transit,-27.47,Transportation
2025-08-29,Freelance Payment,5463.81,Income
2025-08-29,Freelance Payment,4055.41,Income
2025-08-29,Delta Airlines,-997.56,Travel
2025-08-29,Parking Garage,-5.38,Transportation
2025-08-30,Safeway,-161.79,Groceries
2025-08-30,New York Times,-75.65,Subscriptions
2025-08-31,Olive Garden,-30.38,Dining
2025-08-31,City Water Department,-221.52,Utilities
2025-09-01,Payroll Deposit - Company Inc,3500.0,Income
2025-09-01,Gym Membership,-45.0,Entertainment
2025-09-01,Spotify Premium,-9.99,Entertainment
2025-09-01,Rent Payment,-1200.0,Housing
2025-09-01,Spectrum Internet,-67.78,Utilities
2025-09-01,Hilton Hotels,-1118.6,Travel
2025-09-01,Netflix,-15.99,Entertainment
2025-09-02,Medical Clinic,-182.21,Health
2025-09-02,Xbox Live,-57.82,Entertainment
2025-09-02,Thai Restaurant,-89.75,Dining
2025-09-02,HEB,-82.76,Groceries
2025-09-02,Rite Aid,-121.0,Health
2025-09-02,Udemy,-756.62,Education
2025-09-02,Chick-fil-A,-93.03,Dining
2025-09-02,Wall Street Journal,-57.65,Subscriptions
2025-09-02,Staples,-93.72,Shopping
2025-09-03,Expedia,-687.78,Travel
2025-09-03,Cashback Reward,3068.19,Income
2025-09-03,HEB,-137.37,Groceries
2025-09-03,New York Times,-53.28,Subscriptions
2025-09-03,Buffalo Wild Wings,-53.52,Dining
2025-09-04,Safeway,-148.16,Groceries
2025-09-04,Coursera,-4981.8,Education
2025-09-04,Wall Street Journal,-36.18,Subscriptions
2025-09-04,Udemy,-3185.86,Education
2025-09-05,Comcast Internet,-161.86,Utilities
2025-09-05,Electric Company,-120.0,Utilities
2025-09-06,Airbnb,-1084.66,Travel
2025-09-06,Natural Gas Co,-99.15,Utilities
2025-09-06,Kindle Unlimited,-54.62,Subscriptions
2025-09-06,Taco Bell,-79.21,Dining
2025-09-07,Target,-309.2,Shopping
2025-09-07,Yoga Studio,-131.15,Health
2025-09-07,Google One Storage,-64.02,Subscriptions
2025-09-07,Local Cafe,-68.79,Dining
2025-09-07,McDonalds,-68.36,Dining
2025-09-07,Verizon Wireless,-107.31,Utilities
2025-09-07,Jiffy Lube,-37.07,Transportation
2025-09-08,Chipotle Mexican Grill,-8.96,Dining
2025-09-08,Rent Payment,-2368.57,Housing
2025-09-08,Lab Tests,-155.84,Health
2025-09-09,Airbnb,-1193.87,Travel
2025-09-10,Subway,-46.27,Dining
2025-09-10,Comcast Internet,-89.99,Utilities
2025-09-10,Macys,-244.55,Shopping
2025-09-10,Auto Repair Shop,-15.96,Transportation
2025-09-10,Gap,-289.93,Shopping
2025-09-10,Tax Refund,5200.32,Income
2025-09-11,Textbook Store,-1809.33,Education
2025-09-11,Spotify Premium,-46.43,Entertainment
2025-09-11,Adobe Creative Cloud,-33.38,Subscriptions
2025-09-11,Lab Tests,-99.93,Health
2025-09-12,Costco,-83.28,Groceries
2025-09-12,Electric Company,-54.87,Utilities
2025-09-12,Amazon Prime,-14.99,Subscriptions
2025-09-12,Target,-219.62,Shopping
2025-09-13,AMC Theaters,-52.85,Entertainment
2025-09-13,Student Loan Payment,-3388.17,Education
2025-09-13,Amazon Prime Video,-10.99,Entertainment
2025-09-13,University Tuition,-3763.83,Education
2025-09-13,LinkedIn Premium,-64.93,Subscriptions
2025-09-14,Physical Therapy,-152.69,Health
2025-09-14,Regal Cinemas,-11.16,Entertainment
2025-09-14,Health Insurance Premium,-29.98,Health
2025-09-14,Yoga Studio,-75.48,Health
2025-09-14,Lowes,-263.28,Shopping
2025-09-14,Hilton Hotels,-126.99,Travel
2025-09-14,Stop & Shop,-66.14,Groceries
2025-09-14,Health Insurance Premium,-118.86,Health
2025-09-15,Payroll Deposit - Company Inc,3500.0,Income
2025-09-15,Mortgage Payment,-1056.64,Housing
2025-09-15,Amazon.com,-54.95,Shopping
2025-09-15,New York Times,-64.74,Subscriptions
2025-09-15,Cashback Reward,2673.49,Income
2025-09-15,Verizon Wireless,-75.0,Utilities
2025-09-15,Lab Tests,-81.7,Health
2025-09-15,Eye Doctor,-93.26,Health
2025-09-16,Freelance Payment,5066.93,Income
2025-09-16,Kindle Unlimited,-58.56,Subscriptions
2025-09-17,Olive Garden,-66.5,Dining
2025-09-17,Airport Parking,-45.19,Transportation
2025-09-17,Verizon Wireless,-201.94,Utilities
2025-09-17,Hilton Hotels,-850.48,Travel
2025-09-17,Zara,-89.5,Shopping
2025-09-17,Trash Collection Service,-49.91,Utilities
2025-09-17,Airbnb,-1318.4,Travel
2025-09-18,Nike,-309.2,Shopping
2025-09-18,United Airlines,-1396.84,Travel
2025-09-18,LinkedIn Premium,-59.13,Subscriptions
2025-09-18,Electric Company,-180.12,Utilities
2025-09-18,Albertsons,-20.79,Groceries
2025-09-18,Fitness Center,-65.67,Health
2025-09-18,LinkedIn Premium,-48.53,Subscriptions
2025-09-18,Zara,-151.38,Shopping
2025-09-19,City Water Department,-175.59,Utilities
2025-09-19,Physical Therapy,-109.35,Health
2025-09-20,Rent Payment,-849.87,Housing
2025-09-20,Adobe Creative Cloud,-54.99,Subscriptions
2025-09-20,Microsoft 365,-20.54,Subscriptions
2025-09-20,Uber Eats,-18.12,Dining
2025-09-20,Uber,-56.53,Transportation
2025-09-21,Lyft,-17.23,Transportation
2025-09-21,Payroll Deposit - Company Inc,4735.0,Income
2025-09-21,Online Course,-2490.33,Education
2025-09-21,Thai Restaurant,-8.16,Dining
2025-09-21,Xbox Live,-40.81,Entertainment
2025-09-22,Gym Membership,-30.51,Entertainment
2025-09-22,Grubhub,-56.14,Dining
2025-09-22,Jiffy Lube,-59.1,Transportation
2025-09-22,Home Insurance,-1105.47,Housing
2025-09-22,Airport Parking,-17.13,Transportation
2025-09-23,Eye Doctor,-85.54,Health
2025-09-23,Mortgage Payment,-1115.88,Housing
2025-09-23,Uber,-5.4,Transportation
2025-09-23,Cashback Reward,609.11,Income
2025-09-24,Google One Storage,-51.14,Subscriptions
2025-09-24,Jiffy Lube,-27.89,Transportation
2025-09-24,Aldi,-25.27,Groceries
2025-09-24,Buffalo Wild Wings,-17.95,Dining
2025-09-24,Chick-fil-A,-59.76,Dining
2025-09-24,Dividend Payment,1114.66,Income
2025-09-25,Disney Plus,-11.24,Entertainment
2025-09-26,Enterprise Rent-A-Car,-1321.28,Travel
2025-09-26,Aldi,-106.49,Groceries
2025-09-26,Cashback Reward,1906.61,Income
2025-09-27,Walmart Supercenter,-155.02,Groceries
2025-09-27,LinkedIn Premium,-24.43,Subscriptions
2025-09-27,Buffalo Wild Wings,-79.82,Dining
2025-09-27,Lab Tests,-100.91,Health
2025-09-27,Bank Interest,2497.8,Income
2025-09-28,Airport Parking,-71.68,Transportation
2025-09-28,Wall Street Journal,-23.52,Subscriptions
2025-09-28,Amazon Prime Video,-45.5,Entertainment
2025-09-28,Regal Cinemas,-8.3,Entertainment
2025-09-29,Student Loan Payment,-2366.53,Education
2025-09-29,Google One Storage,-19.83,Subscriptions
2025-09-29,Lowes,-337.57,Shopping
2025-09-29,Payroll Deposit - Company Inc,5374.18,Income
2025-09-30,Physical Therapy,-93.53,Health
2025-09-30,Walmart Supercenter,-63.37,Groceries
2025-09-30,New York Times,-29.86,Subscriptions
2025-09-30,Public Transit,-21.4,Transportation
2025-09-30,Audible,-46.11,Subscriptions
2025-10-01,Coursera,-4988.98,Education
2025-10-01,Gym Membership,-45.0,Entertainment
2025-10-01,Rent Payment,-1200.0,Housing
2025-10-01,Spotify Premium,-9.99,Entertainment
2025-10-01,Payroll Deposit - Company Inc,3500.0,Income
2025-10-01,Property Tax,-2330.34,Housing
2025-10-01,Property Tax,-1354.95,Housing
2025-10-01,Home Insurance,-1239.28,Housing
2025-10-01,Netflix,-15.99,Entertainment
2025-10-01,Metro Card,-17.38,Transportation
2025-10-01,United Airlines,-841.22,Travel
2025-10-02,IKEA,-141.48,Shopping
2025-10-02,Shell Gas Station,-17.93,Transportation
2025-10-02,Nordstrom,-120.53,Shopping
2025-10-02,American Airlines,-657.2,Travel
2025-10-02,HOA Fees,-2151.98,Housing
2025-10-03,Lab Tests,-116.88,Health
2025-10-03,HEB,-16.87,Groceries
2025-10-03,Enterprise Rent-A-Car,-894.06,Travel
2025-10-03,City Water Department,-172.69,Utilities
2025-10-03,Textbook Store,-509.58,Education
2025-10-03,BP Gas,-68.34,Transportation
2025-10-05,Electric Company,-120.0,Utilities
2025-10-05,Amazon.com,-129.67,Shopping
2025-10-05,Comcast Internet,-182.18,Utilities
2025-10-05,Stop & Shop,-175.28,Groceries
2025-10-06,YouTube Premium,-29.2,Entertainment
2025-10-06,Trash Collection Service,-49.1,Utilities
2025-10-06,Amazon Prime Video,-29.76,Entertainment
2025-10-06,Walmart Supercenter,-78.96,Groceries
2025-10-06,Rent Payment,-1555.29,Housing
2025-10-07,School Supplies,-1973.39,Education
2025-10-07,Panera Bread,-34.6,Dining
2025-10-07,Apartment Maintenance,-1223.31,Housing
2025-10-07,Car Wash,-5.22,Transportation
2025-10-08,Dentist Office,-167.82,Health
2025-10-08,Natural Gas Co,-166.44,Utilities
2025-10-08,Apple Store,-344.42,Shopping
2025-10-08,Property Tax,-1702.84,Housing
2025-10-09,Google One Storage,-42.03,Subscriptions
2025-10-10,Udemy,-2253.96,Education
2025-10-10,Mortgage Payment,-1783.51,Housing
2025-10-10,Dentist Office,-73.29,Health
2025-10-10,Airbnb,-1101.13,Travel
2025-10-10,HOA Fees,-1891.69,Housing
2025-10-10,Google One Storage,-45.45,Subscriptions
2025-10-10,Comcast Internet,-89.99,Utilities
2025-10-11,Dentist Office,-71.33,Health
2025-10-11,Mortgage Payment,-1436.63,Housing
2025-10-11,HOA Fees,-1870.76,Housing
2025-10-12,Electric Company,-75.86,Utilities
2025-10-12,Safeway,-25.79,Groceries
2025-10-12,Amazon Prime,-14.99,Subscriptions
2025-10-12,Olive Garden,-43.17,Dining
2025-10-12,LinkedIn Premium,-66.55,Subscriptions
2025-10-13,Nintendo eShop,-31.72,Entertainment
2025-10-13,Spectrum Internet,-213.77,Utilities
2025-10-13,Macys,-43.15,Shopping
2025-10-13,Cashback Reward,5613.6,Income
2025-10-13,Verizon Wireless,-163.13,Utilities
2025-10-14,Google One Storage,-23.8,Subscriptions
2025-10-14,Local Cafe,-88.97,Dining
2025-10-15,Zara,-102.66,Shopping
2025-10-15,Best Buy,-37.35,Shopping
2025-10-15,Verizon Wireless,-75.0,Utilities
2025-10-15,Payroll Deposit - Company Inc,3500.0,Income
2025-10-16,Sams Club,-69.79,Groceries
2025-10-16,Walgreens,-52.28,Health
2025-10-16,Office Depot,-156.15,Shopping
2025-10-16,PlayStation Store,-31.13,Entertainment
2025-10-16,Comcast Internet,-68.15,Utilities
2025-10-16,Olive Garden,-81.69,Dining
2025-10-16,Student Loan Payment,-873.9,Education
2025-10-17,Target,-176.95,Shopping
2025-10-17,Pizza Hut,-18.41,Dining
2025-10-17,Steam,-12.83,Entertainment
2025-10-17,Walmart Supercenter,-74.27,Groceries
2025-10-18,Rite Aid,-85.16,Health
2025-10-18,Lyft,-13.57,Transportation
2025-10-18,Shell Gas Station,-14.17,Transportation
2025-10-18,Apple Music,-9.5,Entertainment
2025-10-18,Netflix,-31.55,Entertainment
2025-10-18,Dividend Payment,4808.13,Income
2025-10-18,Lyft,-31.75,Transportation
2025-10-18,Eye Doctor,-161.99,Health
2025-10-19,eBay,-181.81,Shopping
2025-10-19,LinkedIn Premium,-75.08,Subscriptions
2025-10-19,Dividend Payment,716.69,Income
2025-10-19,Verizon Wireless,-244.96,Utilities
2025-10-19,Adidas,-289.65,Shopping
2025-10-19,Chevron,-53.52,Transportation
2025-10-20,Rite Aid,-147.84,Health
2025-10-20,Adobe Creative Cloud,-54.99,Subscriptions
2025-10-20,Payroll Deposit - Company Inc,556.1,Income
2025-10-20,Udemy,-1811.67,Education
2025-10-20,Uber,-21.94,Transportation
2025-10-20,Comcast Internet,-81.71,Utilities
2025-10-21,Airport Parking,-61.14,Transportation
2025-10-23,Udemy,-3073.49,Education
2025-10-23,BP Gas,-52.6,Transportation
2025-10-23,Yoga Studio,-43.37,Health
2025-10-23,Medical Clinic,-43.75,Health
2025-10-23,Google One Storage,-76.33,Subscriptions
2025-10-23,Coursera,-381.73,Education
2025-10-24,Airport Parking,-19.99,Transportation
2025-10-24,American Airlines,-1217.74,Travel
2025-10-24,Albertsons,-122.39,Groceries
2025-10-24,Apple Music,-56.53,Entertainment
2025-10-25,Lab Tests,-83.58,Health
2025-10-25,PlayStation Store,-57.03,Entertainment
2025-10-25,Best Buy,-154.83,Shopping
